RA,Dec
130.5125323941805,-17.497766774887882
130.5125324296236,-17.498860108215005
130.5125324296236,-17.498860108215005
130.51367885660275,-17.499953404449144
130.5136788989439,-17.501046737773798
130.51367894128558,-17.502140071097266
130.51367894128558,-17.502140071097266
130.51482539584964,-17.503233360738506
130.51482544508974,-17.504326694054285
130.5148254943305,-17.505420027366497
130.51482554357182,-17.50651336067433
130.51482554357182,-17.50651336067433
130.5159720326194,-17.507606643703905
130.5159720887597,-17.50869997699725
130.51482569129934,-17.509793360563606
130.51482569129934,-17.509793360563606
130.51482574054302,-17.510886693845958
130.51482574054302,-17.510886693845958
130.51597225718464,-17.5119799768335
130.51597231332764,-17.513073310095
130.51482588827764,-17.5141666936397
130.51482588827764,-17.5141666936397
130.51482588827764,-17.5141666936397
130.51597242561567,-17.515259976587373
130.51597248176068,-17.51635330981662
130.5159725379064,-17.51744664303355
130.51597259405278,-17.518539976237353
130.51597259405278,-17.518539976237353
130.51711910283265,-17.518539919345255
130.5182656815484,-17.519633189049415
130.5182656815484,-17.519633189049415
130.51941227405302,-17.520726452143965
130.51941227405302,-17.520726452143965
130.52055888034585,-17.521819708626772
130.5194124277435,-17.52291311842155
130.5194124277435,-17.52291311842155
130.51941250459012,-17.524006451535058
130.51941258143768,-17.525099784630676
130.51941265828614,-17.526193117707546
130.51941273513555,-17.527286450764926
130.51941273513555,-17.527286450764926
130.52055938282837,-17.52837970710731
130.5194128888371,-17.52947311681801
130.5194128888371,-17.52947311681801
130.5182663810377,-17.530566519926598
130.51711979637685,-17.53056658345069
130.51597321170757,-17.530566640384396
130.51482662703083,-17.53056669072768
130.51482662703083,-17.53056669072768
130.51368008470294,-17.53166006747087
130.51368008470294,-17.53166006747087
130.51368012705888,-17.53275340043772
130.51253356402754,-17.533846770550138
