RA,Dec
130.4575092299073,-17.486827491152624
130.4575092299073,-17.486827491152624
130.4563632244517,-17.48573387328988
130.45636352691997,-17.484640540444907
130.45636352691997,-17.484640540444907
130.45521754218547,-17.48354691608825
130.4552178515423,-17.482453583284993
130.4552178515423,-17.482453583284993
130.45407188752915,-17.481359952439792
130.45407220377422,-17.480266619681863
130.45407220377422,-17.480266619681863
130.45292626048266,-17.479172982353496
130.45292626048266,-17.479172982353496
130.4517803310213,-17.478079338511066
130.4517806610459,-17.476986005838373
130.4517806610459,-17.476986005838373
130.45063475230685,-17.475892355521488
130.45063475230685,-17.475892355521488
130.4494888573993,-17.474798698696013
130.44948920120237,-17.473705366117446
130.44948920120237,-17.473705366117446
130.44834332701788,-17.472611702826235
130.44834367770773,-17.471518370307937
130.4483440283933,-17.470425037809935
130.4483440283933,-17.470425037809935
130.44719818182278,-17.469331368101944
130.44719853939475,-17.468238035669422
130.44719889696242,-17.467144703259606
130.44719925452574,-17.46605137087327
130.44719961208483,-17.464958038511227
130.44719996963957,-17.463864706174267
130.44720032719005,-17.46277137386319
130.4472006847362,-17.461678041578793
130.44720104227804,-17.46058470932185
130.44720139981558,-17.459491377093187
130.44720175734884,-17.45839804489358
130.44834823629168,-17.457305049707664
130.44834823629168,-17.457305049707664
130.4494947014891,-17.456212047946835
130.4494947014891,-17.456212047946835
130.44949504522188,-17.45511871579468
130.4506414897754,-17.45402570747169
130.4506414897754,-17.45402570747169
130.45178792058235,-17.452932692579218
130.45178792058235,-17.452932692579218
130.45293433764206,-17.451839671119416
130.45293433764206,-17.451839671119416
130.45408074095386,-17.450746643094348
130.45408074095386,-17.450746643094348
130.4552271305171,-17.449653608506168
130.4552271305171,-17.449653608506168
130.45637350633106,-17.44856056735693
130.45751957294377,-17.4485608517005
130.45866563959578,-17.448561129486507
130.4598117062862,-17.448561400714972
130.4609577730141,-17.44856166538588
130.4621038397785,-17.448561923499206
130.4632499065786,-17.448562175054995
130.4643959734134,-17.44856242005321
130.46554204028197,-17.44856265849387
130.46668810718347,-17.448562890376966
130.46783417411692,-17.44856311570249
130.46898024108145,-17.448563334470467
130.4701260884475,-17.449656878949483
130.4701260884475,-17.449656878949483
130.4712721623647,-17.44965708461605
130.47241823631015,-17.449657283724598
130.47356411133197,-17.450750808619883
130.47356411133197,-17.450750808619883
130.4747101922247,-17.450750994624848
130.47585627314297,-17.45075117407138
130.47700217581286,-17.451844679375522
130.47700217581286,-17.451844679375522
130.47814809229132,-17.45293817817805
130.47814809229132,-17.45293817817805
130.47929418706778,-17.452938337970565
130.4804401242697,-17.454031823720307
130.4804399666714,-17.455125156269887
130.4804399666714,-17.455125156269887
130.4815860752781,-17.45512530296333
130.48273204009223,-17.45621877569756
130.48273204009223,-17.45621877569756
130.48387801871147,-17.457312241920853
130.4838778817894,-17.458405574592845
130.4838778817894,-17.458405574592845
130.48502388110546,-17.459499034341448
130.48502375107427,-17.460592367080856
130.48502375107427,-17.460592367080856
130.4861697710869,-17.46168582034938
130.4861697710869,-17.46168582034938
130.487315804903,-17.46277926709818
130.48731568865588,-17.463872599935637
130.48731568865588,-17.463872599935637
130.48846174316782,-17.46496604019567
130.48846163381242,-17.466059373091234
130.48846163381242,-17.466059373091234
130.48960770901996,-17.46715280685713
130.48960760655666,-17.468246139807196
130.4896075040921,-17.46933947277997
130.4896075040921,-17.46933947277997
130.49075360688863,-17.47043290007449
130.4907535113166,-17.471526233096547
130.4907535113166,-17.471526233096547
130.49189963480842,-17.472619653884138
130.49189963480842,-17.472619653884138
130.49304577210117,-17.473713068135282
130.49304577210117,-17.473713068135282
130.4941919231942,-17.474806475847895
130.49419184830347,-17.475899808962623
130.49419177341184,-17.476993142094493
130.49419169851933,-17.478086475242677
130.49419169851933,-17.478086475242677
130.49533788409562,-17.47917987647719
130.49533781609694,-17.480273209660183
130.49533781609694,-17.480273209660183
130.49648408347133,-17.480273271165267
130.49763029664578,-17.481366659304744
130.49763024243705,-17.48245999252257
130.49763024243705,-17.48245999252257
130.49877647630484,-17.483553374126938
130.49877647630484,-17.483553374126938
130.49992272397017,-17.484646749177294
130.49877638167615,-17.485740040627558
130.49877638167615,-17.485740040627558
130.49877638167615,-17.485740040627558
130.4999226835516,-17.485740082435736
130.5010689519095,-17.486833450942264
130.50106891838615,-17.48792678422219
130.5010688848624,-17.489020117510474
130.5010688513383,-17.490113450806348
130.50106881781372,-17.49120678410897
130.50106881781372,-17.49120678410897
130.5022151275521,-17.492300146092294
130.5022151009234,-17.493393479408002
130.5022151009234,-17.493393479408002
130.50336143135456,-17.494486834830667
130.503361411622,-17.495580168155804
130.503361411622,-17.495580168155804
130.5045077627457,-17.4966735170124
130.50450774990964,-17.497766850343353
130.50450774990964,-17.497766850343353
130.50565412172566,-17.49886019262856
130.50565412172566,-17.49886019262856
130.50680050733655,-17.499953528337194
130.50680050829445,-17.501046861670094
130.50680050829445,-17.501046861670094
130.5079469145969,-17.502140190798613
130.50794692245216,-17.503233524128056
130.50794693030753,-17.504326857454707
130.50794693030753,-17.504326857454707
130.5090933641989,-17.505420179993415
130.50909337895206,-17.506513513311393
130.50909339370543,-17.50760684662419
130.50794696172997,-17.508700190717565
130.50794696172997,-17.508700190717565
130.50794696958582,-17.509793524018363
130.50794697744175,-17.510886857311586
130.50680051787384,-17.51198019480219
130.50680051787384,-17.51198019480219
130.50565404450967,-17.513073525700772
130.50565404450967,-17.513073525700772
130.50450755734988,-17.514166850005253
130.50450755734988,-17.514166850005253
130.50336105639514,-17.515260167713535
130.50221456828157,-17.515260145582975
130.50221456828157,-17.515260145582975
130.50106804663773,-17.516353450106774
