RA,Dec
130.43229941099509,-17.464953058342225
130.4311532420713,-17.464952629303596
130.43000753417937,-17.463858861753632
130.43000799514525,-17.462765529832268
130.43000799514525,-17.462765529832268
130.42886230798663,-17.461671755859214
130.4288627758356,-17.460578424021477
130.4300093780096,-17.4594855342314
130.4300093780096,-17.4594855342314
130.4300098389533,-17.45839220242152
130.43001029989148,-17.457298870641495
130.43115687453425,-17.456205974262485
130.43115687453425,-17.456205974262485
130.43115687453425,-17.456205974262485
130.43001122175113,-17.455112207174203
130.43001168267264,-17.454018875488533
130.43115823661773,-17.452925979119144
130.43115823661773,-17.452925979119144
130.43115823661773,-17.452925979119144
130.43001260449907,-17.451832212217138
130.43115914464607,-17.450739315858126
130.43115914464607,-17.450739315858126
130.43230567106127,-17.44964641291851
130.43230567106127,-17.44964641291851
130.43345218374387,-17.44855350340036
130.43459824937784,-17.44855391889483
130.43459824937784,-17.44855391889483
130.43574474149173,-17.44746099621546
130.43574474149173,-17.44746099621546
130.43574516790886,-17.446367664636988
130.43574559432088,-17.445274333097128
130.43689205890382,-17.444181403868647
130.4380380971357,-17.444181799584847
130.4380380971357,-17.444181799584847
130.4380385097517,-17.443088468071338
130.43803892236275,-17.441995136598848
130.43918535257725,-17.440902194250622
130.44033137023962,-17.440902576778598
130.44033137023962,-17.440902576778598
130.4414777798783,-17.439809621287395
130.44262379075326,-17.439809990681756
130.44376980167942,-17.43981035352208
130.4449158126559,-17.439810709808363
130.44606182368176,-17.43981105954061
130.44720783475609,-17.439811402718803
130.44835384587796,-17.43981173934295
130.44835384587796,-17.43981173934295
130.44950020071724,-17.438718737828257
130.44950020071724,-17.438718737828257
130.4506465418131,-17.43762572976049
130.4506465418131,-17.43762572976049
130.45179286916485,-17.436532715141777
130.4529388597904,-17.43653302548755
130.4540848504589,-17.436533329280586
130.45523084116945,-17.436533626520873
130.45637683192115,-17.43653391720844
130.45752282271306,-17.436534201343243
130.45866881354425,-17.436534478925307
130.45981480441387,-17.436534749954646
130.46096079532091,-17.436535014431243
130.46210678626454,-17.43653527235508
130.46325277724375,-17.436535523726164
130.46439876825772,-17.436535768544527
130.4655447593055,-17.436536006810133
130.4666907503861,-17.436536238522983
130.4678365081144,-17.437629795471842
130.4678365081144,-17.437629795471842
130.46898227965582,-17.43872334594216
130.46898227965582,-17.43872334594216
130.47012828461445,-17.43872355802509
130.47127428960232,-17.438723763554393
130.47242029461847,-17.438723962530084
130.47356629966202,-17.43872415495213
130.474712304732,-17.438724340820556
130.47585830982757,-17.438724520135338
130.47700431494775,-17.438724692896507
130.47700431494775,-17.438724692896507
130.47815049144646,-17.437631527154643
130.4792964897207,-17.437631686797886
130.48044248801676,-17.43763183988793
130.48158833565645,-17.43872531840487
130.48158833565645,-17.43872531840487
130.48273434088603,-17.438725458397865
130.48388034613473,-17.438725591837247
130.48502635140164,-17.438725718723003
130.48617235668587,-17.438725839055106
130.48731836198644,-17.43872595283358
130.48846425797868,-17.439819392132215
130.48846414865355,-17.440912724249408
130.48846414865355,-17.440912724249408
130.48961016776934,-17.44091282493407
130.4907560913578,-17.442006251237014
130.4907560913578,-17.442006251237014
130.49190211739267,-17.442006338818487
130.49304806168283,-17.443099752070896
130.49190194009296,-17.444193003300402
130.49190194009296,-17.444193003300402
130.4919018514415,-17.4452863356021
130.49075570918234,-17.446379580338316
130.49075570918234,-17.446379580338316
130.49075570918234,-17.446379580338316
130.4919016741354,-17.447473000322912
130.4919016741354,-17.447473000322912
130.49304765288554,-17.448566413799426
130.49304765288554,-17.448566413799426
130.49419372030118,-17.448566488300834
130.49533971975106,-17.449659888714166
130.49533971975106,-17.449659888714166
130.49648579407904,-17.449659950104532
130.49763181422534,-17.450753337450355
130.49763181422534,-17.450753337450355
130.49877789546207,-17.4507533857279
130.49992397670508,-17.450753427447015
130.50107002444344,-17.451846795164922
130.50106999093302,-17.452940127756833
130.50106999093302,-17.452940127756833
130.5022160859729,-17.452940156362853
130.5033621810163,-17.452940178409538
130.50450827606238,-17.45294019389691
130.50565436517388,-17.454033535455697
130.50565436517388,-17.454033535455697
130.50680046711608,-17.454033537824564
130.50794657690926,-17.45512686629732
130.50794657690926,-17.45512686629732
130.509092685744,-17.45512685554597
130.51023881621563,-17.45622017092842
130.51023883785473,-17.457313503653943
130.51023883785473,-17.457313503653943
130.51138496047236,-17.457313479778964
130.5125311185135,-17.45840678209546
130.5125311185135,-17.45840678209546
130.51367724801656,-17.458406745095854
130.514823377514,-17.45840670153476
130.5159695070049,-17.458406651412115
130.51711563648834,-17.458406594728
130.5182617659634,-17.458406531482353
130.51940789542914,-17.458406461675178
130.5205540248847,-17.45840638530649
130.52170024490928,-17.45949963512671
130.52170033549058,-17.460592967906177
130.52170042607298,-17.46168630071389
130.52170051665644,-17.46277963354913
130.52170051665644,-17.46277963354913
130.52284667366553,-17.46277954403352
130.52399283066163,-17.462779447954684
130.52513909891158,-17.463872678155237
130.52513921018064,-17.46496601102379
130.52513932145104,-17.46605934391741
130.52513932145104,-17.46605934391741
130.52628561726826,-17.467152567600813
130.52513954399586,-17.46824600977675
130.52513954399586,-17.46824600977675
130.52513954399586,-17.46824600977675
130.5262858536053,-17.469339233491763
130.52513976654606,-17.470432675726837
130.52399356130138,-17.470432778416882
130.52399356130138,-17.470432778416882
130.52399366568352,-17.47152611143082
130.52399366568352,-17.47152611143082
130.5251399891016,-17.47261934176135
130.5251399891016,-17.47261934176135
130.52628632629643,-17.47371256553007
130.52628632629643,-17.47371256553007
130.52743267726729,-17.47480578273487
130.52743280234034,-17.475899115803422
130.52743280234034,-17.475899115803422
130.52857904201352,-17.475898993373626
130.52972528166916,-17.475898864375303
130.5308715213063,-17.47589872880848
130.53201776092405,-17.475898586673136
130.53316400052148,-17.475898437969292
130.5343102400977,-17.475898282696928
130.53545647965177,-17.475898120856044
130.53545647965177,-17.475898120856044
